# Gene Family	DM001.concat_Abundance-RPKs	DM002.concat_Abundance-RPKs	DM004.concat_Abundance-RPKs	DM007.concat_Abundance-RPKs	DM008.concat_Abundance-RPKs	DM019.concat_Abundance-RPKs	DM025.concat_Abundance-RPKs	DM046.concat_Abundance-RPKs	DM051.concat_Abundance-RPKs	DM055.concat_Abundance-RPKs	DM057.concat_Abundance-RPKs	DM063.concat_Abundance-RPKs	DM065.concat_Abundance-RPKs	DM074.concat_Abundance-RPKs	DM087.concat_Abundance-RPKs	DM093.concat_Abundance-RPKs	LG001.concat_Abundance-RPKs	LG006.concat_Abundance-RPKs	LG023.concat_Abundance-RPKs	LG025.concat_Abundance-RPKs	LG026.concat_Abundance-RPKs	LG030.concat_Abundance-RPKs	LG034.concat_Abundance-RPKs	LG038.concat_Abundance-RPKs	LG043.concat_Abundance-RPKs	LG045.concat_Abundance-RPKs	LG046.concat_Abundance-RPKs	LG049.concat_Abundance-RPKs	LG050.concat_Abundance-RPKs	LG052.concat_Abundance-RPKs
FADSYN-RXN: (expasy) FAD synthase [2.7.7.2]|g__Bacteroides.s__Bacteroides_dorei	93.4544081364	0.0	0.0	1.2970168612	0.0	0.0	3.8910505837	0.0	0.0	0.0	0.0	3.8910505837	0.0	0.0	126.1736443436	576.7304480741	0.0	0.0	0.0	0.0	532.4098589706	90.6360137636	17.8654752155	820.0136095708	0.0	14.2248737565	10.3761348898	0.0	0.0	0.0
FADSYN-RXN: (expasy) FAD synthase [2.7.7.2]|g__Bacteroides.s__Bacteroides_vulgatus	85.8804962017	48.9913540671	90.8051191941	18.1007139476	511.7873158407	80.6809393453	6.4150613099	8.9912910101	290.1647870443	84.6889327773	0.0	51.7680914206	95.4316487935	133.3055710827	249.5634623056	37.4024530826	317.7882901329	0.0	16.5165815123	0.0	683.0175750937	205.537370996	312.6070115658	41.8807825074	4318.6382671132	195.283910202	2219.5655449496	0.0	552.3573126312	52.3796348681
FARNESYLTRANSTRANSFERASE-RXN: (expasy) Geranylgeranyl diphosphate synthase [2.5.1.29]	194.3818291935	95.1130273334	128.5877656672	10.865193996	583.0302074431	121.4361780686	17.9737615949	10.6087858132	277.5087982123	79.8849681766	0.0	51.5421839481	136.2276567299	133.8174234604	382.6640023317	645.6874701198	361.4174448048	0.0	9.4839642998	0.0	1283.8917357721	296.6206717164	370.6549533418	1008.9691138757	4882.2680390804	249.0791978084	2501.6781806207	0.0	592.5234491515	68.2687041413
FARNESYLTRANSTRANSFERASE-RXN: (expasy) Geranylgeranyl diphosphate synthase [2.5.1.29]|g__Bacteroides.s__Bacteroides_dorei	99.6095242119	14.4814389591	16.7143599536	3.6363636364	89.9682103466	18.9418369723	6.0606060606	3.3813186091	49.7544555928	14.2931829095	0.0	10.8453294381	29.6679480278	25.219325936	160.948269156	516.8909249158	52.8177890537	0.0	2.2441129562	0.0	311.184621558	89.5121788028	55.0576440254	799.1466868051	803.0434404424	58.7198699197	451.0273083629	0.0	114.3641935134	12.0759520526
FARNESYLTRANSTRANSFERASE-RXN: (expasy) Geranylgeranyl diphosphate synthase [2.5.1.29]|g__Bacteroides.s__Bacteroides_vulgatus	94.7723049816	80.6315883744	111.8734057136	7.2288303597	493.0619970965	102.4943410963	11.9131555343	7.2274672041	227.7543426195	65.5917852671	0.0	40.69685451	106.5597087021	108.5980975244	221.7157331757	128.796545204	308.5996557512	0.0	7.2398513436	0.0	972.7071142142	207.1084929136	315.5973093164	209.8224270707	4079.2245986381	190.3593278887	2050.6508722579	0.0	478.1592556381	56.1927520887
FATTY-ACYL-COA-SYNTHASE-RXN: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]	136.3540919924	60.1620792757	80.5160828597	8.5869267595	411.4009417417	81.3116366792	15.87521039	8.4377066468	230.9370435695	48.9673978168	0.0	48.3751744847	88.3243214992	91.6695117082	278.9958233597	529.1858895589	243.8247232305	0.0	7.200675452	0.0	1064.1327149818	229.3700004496	254.3862112465	702.1690298926	3339.5099588921	211.2515440462	1632.5535377455	0.0	436.2542020787	33.6708590086
FATTY-ACYL-COA-SYNTHASE-RXN: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]|g__Bacteroides.s__Bacteroides_dorei	75.5002415615	5.9880239521	8.4799994338	0.0	48.9980683896	7.9192218255	7.2634646642	1.3036120546	28.2044917791	3.9456343248	0.0	9.2572465379	8.5363333657	8.6153302385	120.8581761499	501.0298066531	38.4736113629	0.0	1.2452885164	0.0	543.5187699556	73.9300252718	42.9261362375	652.2200424205	455.4344368056	38.9067011351	259.6617831466	0.0	50.0640278782	5.3004387795
FATTY-ACYL-COA-SYNTHASE-RXN: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]|g__Bacteroides.s__Bacteroides_vulgatus	60.8538504309	54.1740553236	72.0360834259	8.5869267595	362.4028733521	73.3924148538	8.6117457257	7.1340945922	202.7325517905	45.021763492	0.0	39.1179279468	79.7879881334	83.0541814697	158.1376472098	28.1560829057	205.3511118677	0.0	5.9553869356	0.0	520.6139450262	155.4399751777	211.460075009	49.9489874721	2884.0755220865	172.3448429111	1372.8917545989	0.0	386.1901742005	28.3704202292
FGAMSYN-RXN: (expasy) Phosphoribosylformylglycinamidine synthase [6.3.5.3]	200.1188626082	94.8442044235	133.96634545	0.0	843.2419808913	138.652607626	6.4286759005	0.0	425.160286843	107.8591087261	0.0	69.2630796502	159.9259298465	157.2348432101	452.0785433744	592.9415955232	376.0132046863	0.0	5.6168484538	0.0	1595.4637966146001	374.17067276669997	466.3600992678	933.2416191579999	6725.256324952199	286.3246624279	3452.4551458253	0.0	776.3477057811	69.42457855859999
FGAMSYN-RXN: (expasy) Phosphoribosylformylglycinamidine synthase [6.3.5.3]|g__Bacteroides.s__Bacteroides_dorei	77.4793318422	0.277546489	2.5097057488	0.0	4.4688222021	1.6691613231	3.0826118347	0.0	13.4338682915	1.1079786802	0.0	1.961460809	1.3965924557	0.278551532	95.318497981	489.5199084605	4.7160510671	0.0	0.2812939522	0.0	525.2470610311	55.9771817303	14.0118044277	753.1339855311	100.0657768495	17.1225230119	59.1041440559	0.0	14.5679177909	0.5581174986
FGAMSYN-RXN: (expasy) Phosphoribosylformylglycinamidine synthase [6.3.5.3]|g__Bacteroides.s__Bacteroides_vulgatus	122.63953076589999	94.5666579345	131.4566397012	0.0	838.7731586892	136.9834463029	3.3460640658	0.0	411.7264185515	106.7511300459	0.0	67.3016188412	158.52933739079998	156.9562916781	356.7600453934	103.42168706269999	371.2971536192	0.0	5.3355545016	0.0	1070.2167355835	318.19349103639996	452.3482948401	180.10763362690003	6625.190548102701	269.20213941590004	3393.3510017695	0.0	761.7797879902	68.86646105999999
FORMATETHFLIG-RXN: (expasy) Formate--tetrahydrofolate ligase [6.3.4.3]	143.3870034219	43.3319433121	75.3982681956	7.8389082167	447.6971550869	83.063887568	13.0984786246	0.0	226.6833220645	59.5854353732	0.0	40.0874715142	84.7942445947	83.8818387396	252.3657276514	481.6423813497	246.92180381	0.0	13.0759042039	0.0	986.1287377124	226.8696615219	259.9968361905	701.05542395	3117.263665776	184.794772409	1568.1841669869	0.0	374.5303572531	35.8902392374
FORMATETHFLIG-RXN: (expasy) Formate--tetrahydrofolate ligase [6.3.4.3]|g__Bacteroides.s__Bacteroides_dorei	45.6705446911	0.0	2.6256352343	0.6587615283	14.9508812401	2.6201995882	8.5320975876	0.0	2.6005043103	0.6195786865	0.0	1.9606098734	4.5113626593	1.3001983468	56.2228539655	415.7021490472	12.7862765036	0.0	0.0	0.0	318.9915396048	43.0610125692	13.0729230594	593.859661331	165.674426384	16.3738681228	44.8469846006	0.0	18.0457177514	1.3175230567
FORMATETHFLIG-RXN: (expasy) Formate--tetrahydrofolate ligase [6.3.4.3]|g__Bacteroides.s__Bacteroides_vulgatus	97.7164587307	43.3319433121	72.7726329613	7.1801466884	432.7462738468	80.4436879798	4.5663810371	0.0	224.0828177542	58.9658566867	0.0	38.1268616408	80.2828819355	82.5816403928	196.1428736859	65.9402323025	234.1355273064	0.0	13.0759042039	0.0	667.1371981076	183.8086489527	246.9239131311	107.195762619	2951.589239392	168.4209042862	1523.3371823863	0.0	356.4846395017	34.5727161808
FORMYLTHFDEFORMYL-RXN: (expasy) Formyltetrahydrofolate deformylase [3.5.1.10]	165.8526010622	43.2678430498	95.1090989907	9.8596178224	466.7807310186	74.4309748354	5.5406167909	9.4458977875	193.1423715764	43.1470945515	7.0621468927	32.2094347628	84.8811062434	105.2873443811	273.7854382852	418.6792627111	190.2228096991	0.0	14.0930798764	0.0	1017.43401094	225.2232320605	312.8743605396	760.0832728906	3413.875143602	189.6580759057	1772.3978301168	0.0	413.3078527887	45.8218673691
FORMYLTHFDEFORMYL-RXN: (expasy) Formyltetrahydrofolate deformylase [3.5.1.10]|g__Bacteroides.s__Bacteroides_dorei	111.8578790484	0.0	0.0	0.0	5.2342438368	0.0	2.7822923922	0.0	1.2836970475	0.0	0.0	0.0	4.0987441074	1.3106159895	95.3717551636	399.3535204331	0.0	0.0	0.0	0.0	453.4176603302	57.1358520957	6.7626962024	694.0001576046	47.8352097877	20.8774888171	17.177153301	0.0	3.9580134702	0.0
FORMYLTHFDEFORMYL-RXN: (expasy) Formyltetrahydrofolate deformylase [3.5.1.10]|g__Bacteroides.s__Bacteroides_vulgatus	53.9947220138	43.2678430498	95.1090989907	9.8596178224	461.5464871817	74.4309748354	2.7583243987	9.4458977875	191.8586745289	43.1470945515	7.0621468927	32.2094347628	80.782362136	103.9767283915	178.4136831216	19.325742278	190.2228096991	0.0	14.0930798764	0.0	564.0163506098	168.0873799648	306.1116643372	66.0831152861	3366.0399338143	168.7805870886	1755.2206768158	0.0	409.3498393185	45.8218673691
FPPSYN-RXN: (expasy) (2E,6E)-farnesyl diphosphate synthase [2.5.1.10]	194.3818291935	95.1130273334	128.5877656672	10.865193996	583.0302074431	121.4361780686	17.9737615949	10.6087858132	277.5087982123	79.8849681766	0.0	51.5421839481	136.2276567299	133.8174234604	382.6640023317	645.6874701198	361.4174448048	0.0	9.4839642998	0.0	1283.8917357721	296.6206717164	370.6549533418	1008.9691138757	4882.2680390804	249.0791978084	2501.6781806207	0.0	592.5234491515	68.2687041413
FPPSYN-RXN: (expasy) (2E,6E)-farnesyl diphosphate synthase [2.5.1.10]|g__Bacteroides.s__Bacteroides_dorei	99.6095242119	14.4814389591	16.7143599536	3.6363636364	89.9682103466	18.9418369723	6.0606060606	3.3813186091	49.7544555928	14.2931829095	0.0	10.8453294381	29.6679480278	25.219325936	160.948269156	516.8909249158	52.8177890537	0.0	2.2441129562	0.0	311.184621558	89.5121788028	55.0576440254	799.1466868051	803.0434404424	58.7198699197	451.0273083629	0.0	114.3641935134	12.0759520526
FPPSYN-RXN: (expasy) (2E,6E)-farnesyl diphosphate synthase [2.5.1.10]|g__Bacteroides.s__Bacteroides_vulgatus	94.7723049816	80.6315883744	111.8734057136	7.2288303597	493.0619970965	102.4943410963	11.9131555343	7.2274672041	227.7543426195	65.5917852671	0.0	40.69685451	106.5597087021	108.5980975244	221.7157331757	128.796545204	308.5996557512	0.0	7.2398513436	0.0	972.7071142142	207.1084929136	315.5973093164	209.8224270707	4079.2245986381	190.3593278887	2050.6508722579	0.0	478.1592556381	56.1927520887
FRUCTOKINASE-RXN: (expasy) Fructokinase [2.7.1.4]	45.7423206181	10.2973267867	37.5748586422	0.0	264.5809693164	136.9793238977	0.0	0.0	102.8606310563	67.2056867047	0.0	35.4609929078	27.3747594853	45.2139887503	216.52452404550002	17.2239108409	348.145843843	0.0	9.9657618	0.0	280.5614176032	201.27791218660002	225.3561997768	18.9900391216	5288.5765709026	61.3552274925	1012.7670798723	0.0	200.7172432894	17.4847271961
FRUCTOKINASE-RXN: (expasy) Fructokinase [2.7.1.4]|g__Bacteroides.s__Bacteroides_vulgatus	45.7423206181	10.2973267867	37.5748586422	0.0	264.5809693164	136.9793238977	0.0	0.0	102.8606310563	67.2056867047	0.0	35.4609929078	27.3747594853	45.2139887503	216.52452404550002	17.2239108409	348.145843843	0.0	9.9657618	0.0	280.5614176032	201.27791218660002	225.3561997768	18.9900391216	5288.5765709026	61.3552274925	1012.7670798723	0.0	200.7172432894	17.4847271961
FUCISOM-RXN: (expasy) L-fucose isomerase [5.3.1.25]	199.5533309773	64.2149789093	119.6177127156	15.2858361039	552.1061391536	107.5734956951	19.5651210625	9.0685206428	307.9807257279	69.8048569818	0.0	49.0282625097	111.5590784176	128.6588855838	371.5567091845	720.0315790486	322.2251733529	0.0	16.4463693981	0.0	1314.5988955119	315.8655558973	355.9518700881	992.7211227629	4745.0658529326	216.2021453782	2386.9684599508	0.0	630.9429283282	48.7677543618
FUCISOM-RXN: (expasy) L-fucose isomerase [5.3.1.25]|g__Bacteroides.s__Bacteroides_dorei	111.4042252314	10.9977479397	15.2570488967	4.245925412	75.2845645009	7.908843104	9.1100165115	0.0	43.1280569381	9.1629021521	0.0	9.7980384815	10.9420789078	17.1250585237	122.0525687057	593.7862447639	34.1364510327	0.0	1.1597682481	0.0	605.2223914362	77.1319044494	43.435409072	806.2633711939	396.3654069053	41.4099114544	220.3415271966	0.0	83.2643854594	6.6942366241
FUCISOM-RXN: (expasy) L-fucose isomerase [5.3.1.25]|g__Bacteroides.s__Bacteroides_vulgatus	88.1491057459	53.2172309696	104.3606638189	11.0399106919	476.8215746527	99.6646525911	10.455104551	9.0685206428	264.8526687898	60.6419548298	0.0	39.2302240282	100.6169995098	111.5338270601	249.5041404788	126.2453342847	288.0887223202	0.0	15.28660115	0.0	709.3765040757	238.7336514479	312.5164610161	186.457751569	4348.7004460273	174.7922339238	2166.6269327543	0.0	547.6785428687	42.0735177376
FUMHYDR-RXN: (expasy) Fumarate hydratase [4.2.1.2]	168.9093520733	53.9005931458	120.3044215775	7.9518923622	548.2487951209	85.7128783131	18.5826044678	20.7501317698	389.3639312922	80.9911674062	0.0	45.9886352269	114.724095769	124.843701759	386.6736520762	694.992312861	297.6203915787	0.0	13.3221560448	0.0	1181.2180081038	300.6402547567	333.4691719678	1029.6526154079	4648.8293608528	224.7779576024	2413.1763569996	0.0	629.6120058706	34.5264965105
FUMHYDR-RXN: (expasy) Fumarate hydratase [4.2.1.2]|g__Bacteroides.s__Bacteroides_dorei	97.783810324	1.2858909009	11.2511198572	2.651187359	35.8040498124	7.8793364561	9.292125355	7.0391987773	77.095543484	5.8894068249	0.0	3.2713412027	11.7303816734	8.679377705	141.1887308608	596.6794549645	17.5755064697	0.0	1.3386880857	0.0	498.4502506931	80.1688340979	35.1236046155	837.4609787532	488.7186427385	37.7318299035	326.3222461322	0.0	84.932157622	1.9597831417
FUMHYDR-RXN: (expasy) Fumarate hydratase [4.2.1.2]|g__Bacteroides.s__Bacteroides_vulgatus	71.1255417492	52.6147022448	109.0533017202	5.3007050032	512.4447453085	77.833541857	9.2904791128	13.7109329926	312.2683878082	75.1017605813	0.0	42.7172940242	102.9937140956	116.164324054	245.4849212154	98.3128578965	280.0448851091	0.0	11.9834679592	0.0	682.7677574107	220.4714206587	298.3455673523	192.1916366547	4160.1107181143	187.0461276989	2086.8541108675	0.0	544.6798482486	32.5667133688
GALACTARDEHYDRA-RXN: (expasy) Galactarate dehydratase [4.2.1.42]	170.9343089966	54.973041379	85.8071971058	11.1397794068	460.2670581447	85.8235490844	10.4154162151	11.7277124106	207.4126269852	57.7542048268	0.0	40.1385164095	99.0077815288	94.9432059298	271.3864002471	526.3548269786	216.8814372359	0.0	6.711409396	0.0	1092.8569370771	216.8628008258	280.3951207909	723.5125286931	3317.5356983341	207.3710810222	1589.2706371757	0.0	398.9257185382	40.6107701237
GALACTARDEHYDRA-RXN: (expasy) Galactarate dehydratase [4.2.1.42]|g__Bacteroides.s__Bacteroides_dorei	84.333197034	0.0	0.0	0.7457121551	2.9828486204	0.0	8.1782797498	0.0	0.0	0.7178750897	0.0	0.7457121551	0.0	0.0	76.2403731513	493.9487836511	0.0	0.0	0.0	0.0	494.617873145	63.4393084408	10.3665189994	669.4142682585	2.7831358909	17.7275093387	8.9248553668	0.0	0.0	0.0
GALACTARDEHYDRA-RXN: (expasy) Galactarate dehydratase [4.2.1.42]|g__Bacteroides.s__Bacteroides_vulgatus	86.6011119626	54.973041379	85.8071971058	10.3940672517	457.2842095243	85.8235490844	2.2371364653	11.7277124106	207.4126269852	57.0363297371	0.0	39.3928042544	99.0077815288	94.9432059298	195.1460270959	32.4060433275	216.8814372359	0.0	6.711409396	0.0	598.2390639321	153.423492385	270.0286017915	54.0982604345	3314.7525624432	189.6435716835	1580.3457818088	0.0	398.9257185382	40.6107701237
GALACTOACETYLTRAN-RXN: (expasy) Galactoside O-acetyltransferase [2.3.1.18]	154.3354871788	158.8927625728	220.9264435357	18.2291666667	1022.7635666401001	211.78772249840003	0.0	8.5208333652	284.6515792442	78.0976132846	0.0	80.6157249732	165.8377202026	194.89125835279998	198.3006246075	198.57110791859998	384.51978023460003	0.0	17.444198076	0.0	1115.7299426347	278.91558987350004	444.696019107	249.8315175866	6079.5435665142995	360.5478657537	1539.6298895844	0.0	899.0783747463	50.851864641999995
GALACTOACETYLTRAN-RXN: (expasy) Galactoside O-acetyltransferase [2.3.1.18]|g__Bacteroides.s__Bacteroides_dorei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8484288355	0.0	0.0	0.0	0.0	0.0	0.0	6.3434318092	4.2017730076	0.0	0.0	0.0	44.6108559991	0.0	1.9047619048	2.2371364653	3.6969713536	0.0	0.0	0.0	46.1743287633	0.0
GALACTOACETYLTRAN-RXN: (expasy) Galactoside O-acetyltransferase [2.3.1.18]|g__Bacteroides.s__Bacteroides_vulgatus	154.3354871788	158.8927625728	220.9264435357	18.2291666667	1022.7635666401001	211.78772249840003	0.0	8.5208333652	282.8031504087	78.0976132846	0.0	80.6157249732	165.8377202026	194.89125835279998	198.3006246075	192.22767610949998	380.31800722700007	0.0	17.444198076	0.0	1071.1190866356	278.91558987350004	442.7912572022	247.5943811213	6075.8465951606995	360.5478657537	1539.6298895844	0.0	852.9040459830001	50.851864641999995
GALACTUROISOM-RXN: (expasy) Glucuronate isomerase [5.3.1.12]	135.9859187475	48.1350174184	91.3480741922	9.5067575381	488.5793158322	59.8681862795	9.5465393795	0.0	195.2351474885	57.6739500936	0.0	46.7409829153	84.211153776	107.6672711677	276.3638921542	529.6348625597	211.4539039779	0.0	9.4496014683	0.0	1012.5471179285	220.3835132001	282.5148303633	716.9671093113	3622.4783336227	213.0683338648	1667.2494796753	0.0	396.2626140019	41.0381778595
GALACTUROISOM-RXN: (expasy) Glucuronate isomerase [5.3.1.12]|g__Bacteroides.s__Bacteroides_dorei	67.943787106	1.5286827782	4.6805923343	0.7955449483	17.2854548191	3.1229538648	4.7732696897	0.0	10.8343253753	4.67358247	0.0	9.4684971858	3.0986264433	7.1599045346	83.4380187039	473.2165272413	18.4982530287	0.0	0.7955449483	0.0	477.4281276982	55.0636557545	19.6218683215	620.7892124667	518.4832426933	27.46544077	82.9539519546	0.0	19.413585452	0.7806401249
GALACTUROISOM-RXN: (expasy) Glucuronate isomerase [5.3.1.12]|g__Bacteroides.s__Bacteroides_vulgatus	68.0421316415	46.6063346402	86.6674818579	8.7112125899	471.2938610131	56.7452324147	4.7732696897	0.0	184.4008221131	53.0003676236	0.0	37.2724857295	81.1125273327	100.5073666331	192.9258734502	56.4183353184	192.9556509492	0.0	8.65405652	0.0	535.1189902303	165.3198574456	262.8929620418	96.1778968446	3103.9950909294	185.6028930948	1584.2955277206	0.0	376.8490285499	40.2575377346
GALPMUT-RXN: (expasy) UDP-galactopyranose mutase [5.4.99.9]	266.2145547883	56.0372686741	143.221133163	17.6256762622	1045.2631802776	99.3770063338	14.6129236168	9.0285473456	322.19482853690005	87.9791171397	7.1960949563	64.6159596756	120.8085974806	123.839008561	436.87752228840003	1185.2086372231001	315.5565193786	0.0	13.4955377202	0.0	1876.0096089587	409.8216524495	382.1817386314	1807.6876540996	4548.4038391847	327.6970049193	3783.2413927314	7.2865248327	877.0510305217	61.8516410206
GALPMUT-RXN: (expasy) UDP-galactopyranose mutase [5.4.99.9]|g__Bacteroides.s__Bacteroides_dorei	155.9867803152	33.1525549006	52.7631168825	12.4853331511	187.66744807409998	55.8970964499	9.4043887147	5.9346671225	130.416787386	45.1430181458	3.1347962382	23.9592787035	59.110260525	62.194682963	214.898413005	719.2764669579	172.6659001769	0.0	6.2168635081	0.0	1074.4900910659999	179.93952315360002	192.7258528245	1115.4705810736	2459.8994664767	88.847787126	1322.2643989393	5.1966606738	262.8501598292	22.7761600776
GALPMUT-RXN: (expasy) UDP-galactopyranose mutase [5.4.99.9]|g__Bacteroides.s__Bacteroides_vulgatus	110.2277744731	22.8847137734	90.4580162805	5.1403431111	857.5957322034999	43.479909884	5.208534902	3.0938802231	191.77804115089998	42.8360989939	4.0612987181	40.6566809721	61.6983369556	61.644325598	221.9791092835	465.9321702652	142.8906192017	0.0	7.2786742121	0.0	801.5195178926999	229.88212929590003	189.45588580689997	692.2170730259	2088.504372708	238.8492177932	2460.9769937921	2.0898641588	614.2008706924	39.075480942999995
GART-RXN: (expasy) Phosphoribosylglycinamide formyltransferase 1 [2.1.2.2]	183.5670561722	61.3739544	100.3802229326	11.3798991706	614.1587127452	104.6386619887	9.0745134189	0.0	229.8603497312	81.9820245717	11.655011655	48.5799663166	115.1810201472	132.0733621025	364.2765102611	603.4564975891	355.7186957323	0.0	20.4578030665	0.0	1283.8730158836	280.7314520667	439.4806862491	846.5761384382	4571.2060631377	226.9924460781	2022.4779374506	16.2691190088	494.6451472567	66.0909017239
GART-RXN: (expasy) Phosphoribosylglycinamide formyltransferase 1 [2.1.2.2]|g__Bacteroides.s__Bacteroides_dorei	121.0751459853	0.0	0.0	0.0	13.611697599	1.9801980198	2.331002331	0.0	2.331002331	2.0449897751	2.331002331	0.0	2.0833333333	2.0491803279	122.9349954778	530.6143939621	10.3112116869	0.0	0.0	0.0	27.242502697	61.5339579733	47.336147711	786.1523169236	134.4174191758	40.6590457834	72.3263482069	11.655011655	13.6861891771	3.8646910485
GART-RXN: (expasy) Phosphoribosylglycinamide formyltransferase 1 [2.1.2.2]|g__Bacteroides.s__Bacteroides_vulgatus	62.491910187	61.3739544	100.3802229326	11.3798991706	600.5470151462	102.6584639689	6.7435110879	0.0	227.5293474002	79.9370347967	9.324009324	48.5799663166	113.0976868139	130.0241817746	241.3415147834	72.842103627	345.4074840453	0.0	20.4578030665	0.0	1256.6305131866	219.1974940934	392.1445385381	60.4238215145	4436.7886439619	186.3334002947	1950.1515892436	4.6141073538	480.9589580795	62.2262106753
GCVP-RXN: (expasy) Glycine dehydrogenase (aminomethyl-transferring) [1.4.4.2]	138.5079802873	42.8869374948	75.6788076761	9.6040972742	445.0877262998	75.5186517212	13.314616338	0.0	195.7779270419	48.7008429886	0.0	41.7987894132	79.9586673662	91.9841190515	238.0935359962	482.1398958447	216.5204540836	0.0	8.1278323171	0.0	1030.1250742488	211.9470144399	263.8860376102	667.2496101571	3115.1194129824	170.0977970886	1551.5101841982	0.0	395.6211911397	33.9122044744
GCVP-RXN: (expasy) Glycine dehydrogenase (aminomethyl-transferring) [1.4.4.2]|g__Bacteroides.s__Bacteroides_dorei	78.6698300749	7.7615175453	15.8750849548	3.6910296922	90.8580078245	24.2866300543	6.6516167047	0.0	52.7015677441	11.7812552849	0.0	9.2397552894	17.6684153833	14.3965914953	107.2350925905	401.8963884152	55.7489163147	0.0	1.8435783063	0.0	554.521557969	85.1534431485	66.0566048075	558.3630515809	606.6733035248	52.7517818427	357.1334950443	0.0	89.9093600345	8.4500097538
GCVP-RXN: (expasy) Glycine dehydrogenase (aminomethyl-transferring) [1.4.4.2]|g__Bacteroides.s__Bacteroides_vulgatus	59.8381502124	35.1254199495	59.8037227213	5.913067582	354.2297184753	51.2320216669	6.6629996333	0.0	143.0763592978	36.9195877037	0.0	32.5590341238	62.2902519829	77.5875275562	130.8584434057	80.2435074295	160.7715377689	0.0	6.2842540108	0.0	475.6035162798	126.7935712914	197.8294328028	108.8865585762	2508.4461094577	117.3460152458	1194.376689154	0.0	305.7118311053	25.4621947206
GCVT-RXN: (expasy) Aminomethyltransferase [2.1.2.10]	149.5447312269	39.3337281134	101.7119787388	8.4658174998	419.2126696436	66.5177496463	14.788506456	7.3800860563	219.7978745227	46.573603156	7.4786324786	32.8951142584	78.022699262	112.541565462	260.1141888305	493.7378976578	193.4543547865	0.0	11.5892890935	0.0	1044.0331903944	221.888988324	247.8336143514	692.1791037339	3318.2215585836	171.5422046034	1638.2035681804	5.3418803419	435.3726247633	28.5817632617
GCVT-RXN: (expasy) Aminomethyltransferase [2.1.2.10]|g__Bacteroides.s__Bacteroides_dorei	98.3880034153	1.0683760684	2.1367521368	0.0	6.3035640559	4.1214681183	8.396205946	1.0683760684	7.2838810017	1.0683760684	0.0	1.0683760684	4.1054105522	4.1845601346	91.4427431249	452.7898185723	18.3312277546	0.0	0.9267840593	0.0	483.0249031269	62.7365321405	22.0955136726	626.3459094235	181.1603762511	29.3797030695	88.0103364809	3.2051282051	21.7640859191	2.1367521368
GCVT-RXN: (expasy) Aminomethyltransferase [2.1.2.10]|g__Bacteroides.s__Bacteroides_vulgatus	51.1567278116	38.265352045	99.575226602	8.4658174998	412.9091055877	62.396281528	6.3923005099	6.311709988	212.513993521	45.5052270876	7.4786324786	31.82673819	73.9172887097	108.3570053274	168.6714457056	40.9480790855	175.1231270319	0.0	10.6625050342	0.0	561.0082872675	159.1524561835	225.7381006788	65.8331943105	3137.0611823325	142.1625015339	1550.1932316996	2.1367521368	413.6085388442	26.4450111249
GDP-MANNOSE-6-DEHYDROGENASE-RXN: (expasy) GDP-mannose 6-dehydrogenase [1.1.1.132]	0.0	0.0	27.839793423	18.5618779184	11.1861502909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.9077263283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.1127879524	0.0	0.0	0.0	844.7849301683	0.0	0.0	13.1086142322
GDP-MANNOSE-6-DEHYDROGENASE-RXN: (expasy) GDP-mannose 6-dehydrogenase [1.1.1.132]|g__Bacteroides.s__Bacteroides_vulgatus	0.0	0.0	27.839793423	18.5618779184	11.1861502909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.9077263283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.1127879524	0.0	0.0	0.0	844.7849301683	0.0	0.0	13.1086142322
GDPKIN-RXN: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]	182.91560601	69.4894020045	83.6032154812	15.873015873	499.7699460641	114.9894857967	19.0577292488	16.8580743809	288.9689866203	65.6104789066	0.0	40.8119705793	82.3713361718	109.9984258245	346.0116335887	614.9039185536	328.8814134924	0.0	22.2222222222	0.0	1240.5836062514	250.33932946139998	413.33356794689996	981.3160850573	4563.4713932735	224.02610868570002	2718.1965805024	0.0	543.9034762475	50.7936507937
GDPKIN-RXN: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]|g__Bacteroides.s__Bacteroides_dorei	95.5764245133	0.0	0.0	0.0	0.0	2.5706940874	3.1746031746	0.0	0.0	0.0	0.0	3.1746031746	0.0	0.0	116.16548344769998	577.6710944106001	7.4290691887	0.0	0.0	0.0	529.1506532721	67.2743380033	18.247886638700002	923.5686817611	211.5941265683	21.2300825055	168.91520234549998	0.0	0.0	0.0
